Z	Integral
6630	428448700
72541	258644000
209100	90094040
416150	16966360
693646	337511
6630	428349100
72541	259386300
209100	90272060
416150	16861180
693646	400228
6630	428850200
72541	258065400
209100	90030230
416150	17028870
693646	428683
6630	428628500
72541	259217600
209100	90096700
416150	16836420
693646	410786
6630	428461800
72541	258189100
209100	90273560
416150	16882970
693646	330878
6630	427392800
72541	258956900
209100	89842500
416150	16904920
693646	453132
6630	428885200
72541	258525100
209100	90075610
416150	16915880
693646	521563
6630	428529600
72541	258806100
209100	90039070
416150	16957200
693646	356022
6630	428368400
72541	258672100
209100	89834380
416150	16915780
693646	463258
6630	428952500
72541	258799400
209100	90163870
416150	16978880
693646	445883
6630	429240700
72541	259235800
209100	90130950
416150	17021800
693646	418650
6630	428909200
72541	258497500
209100	90247400
416150	16889420
693646	412080
6630	429652900
72541	259845400
209100	90033910
416150	16891640
693646	513997
6630	429211500
72541	258486300
209100	90011180
416150	16854570
693646	478966
6630	429436000
72541	259867900
209100	89938250
416150	16928980
693646	477642
6630	428964500
72541	259109700
209100	89878230
416150	17047320
693646	514875
6630	429856900
72541	259257800
209100	90304220
416150	16943880
693646	346273
6630	429693300
72541	258899000
209100	90131860
416150	16867500
693646	403442
6630	429945700
72541	259456500
209100	89829600
416150	16952460
693646	313321
6630	429353600
72541	259557200
209100	90224110
416150	17005720
693646	449532
6630	430552400
72541	258295500
209100	90364980
416150	16982310
693646	471593
6630	429431100
72541	258834300
209100	90184260
416150	16935740
693646	396389
6630	429141700
72541	258940400
209100	90498710
416150	16999530
693646	477639
6630	428283200
72541	259107700
209100	90333360
416150	17019800
693646	533706
6630	432925000
72541	258900400
209100	90425540
416150	16985260
693646	451743
6630	430206600
72541	258335300
209100	90294620
416150	17052620
693646	488470
6630	429199200
72541	259156600
209100	90244080
416150	17090890
693646	560663
6630	431501300
72541	260025900
209100	90106500
416150	17049000
693646	491747
6630	430692600
72541	258987200
209100	90381780
416150	16963440
693646	491387
6630	429495400
72541	259309400
209100	89687670
416150	17100330
693646	511348
6630	429098400
72541	258940300
209100	90164210
416150	17051720
693646	527393
6630	429313700
72541	259713000
209100	90022160
416150	16978410
693646	481561
